ID,Easting,Northing,Latitude(DDD.DDDDD),Longitude(DDD.DDDDD)
992179-992180,818905.7843,833060.2332,22.436855528,114.008215963
992180-991062,818886.8447,833053.8075,22.436797309,114.008032053
992181-992182,818313.0527,832465.8292,22.431481693,114.002464831
992182-992183,818306.6999,832446.865,22.431310371,114.002403336
992183-991063,818300.1592,832427.9648,22.431139626,114.002340015
992184-992185,817619.739,831579.2921,22.423468472,113.995740578
992185-992186,817603.4929,831567.6284,22.423362966,113.995582914
992186-991064,817587.5165,831555.5985,22.423254157,113.995427874
992187-992188,816727.7899,830703.223,22.415547244,113.987087705
992188-992189,816708.0996,830699.7172,22.415515361,113.986896504
992189-991065,816688.3112,830696.8154,22.41548893,113.986704344
992190-992191,815982.2689,830385.3941,22.412668447,113.979850821
992191-992192,815977.0089,830366.0982,22.412494134,113.979799979
992192-991066,815971.785,830346.7926,22.412319734,113.979749489
992193-992194,815717.876,829141.3071,22.401430642,113.977298978
992194-992195,815714.0945,829121.6699,22.401253264,113.977262507
992195-991067,815710.3657,829102.0231,22.4010758,113.977226548
992196-993025,815628.7864,828637.3777,22.396878863,113.976440299
992197-992198,815641.9824,828454.4554,22.39522715,113.976570815
992198-991068,815646.5011,828434.9726,22.395051266,113.976614949
992199-992200,815773.0828,827952.3328,22.390694325,113.977850404
992200-992201,815773.0828,827952.3328,22.390694325,113.977850404
992201-991069,815778.0318,827932.9548,22.390519392,113.977898712
992202-992203,816116.4623,827049.3792,22.382544301,113.981196315
992203-992204,816116.4623,827049.3792,22.382544301,113.981196315
992204-991070,816129.5438,827034.2506,22.382407837,113.981323531
992205-992206,817093.8982,826234.401,22.375195856,113.990697288
992206-992207,817093.8982,826234.401,22.375195856,113.990697288
992207-991071,817113.3063,826239.2307,22.375239687,113.990885679
992208-992209,817850.9695,826005.7631,22.373139432,113.998050923
992209-992210,817850.9695,826005.7631,22.373139432,113.998050923
992210-991072,817860.2586,825988.565,22.372984225,113.998141316
992211-992212,818711.412,825375.7481,22.367459098,114.00641244
992212-992213,818711.412,825375.7481,22.367459098,114.00641244
992213-991073,818731.1128,825372.3596,22.367428699,114.006603757
992214-992215,819501.2496,825056.6732,22.364585582,114.014084523
992215-992216,819511.5074,825039.5045,22.36443064,114.014184297
992216-991074,819521.6882,825022.2898,22.364275282,114.014283323
992217-992218,819995.5199,824405.0165,22.358705542,114.018890058
992218-992219,820008.1989,824389.5491,22.358565983,114.019013312
992219-991075,820021.1594,824374.3167,22.358428549,114.019139296
992220-992221,820817.5876,824104.7035,22.356001147,114.026874132
992221-992222,820837.5644,824105.6679,22.356010036,114.027068067
992222-991076,820857.4986,824107.2881,22.356024846,114.027261582
992223-992224,822003.878,824775.4275,22.362068392,114.038385213
992224-992225,822003.878,824775.4275,22.362068392,114.038385213
992225-991077,822020.4828,824786.5756,22.362169203,114.038546328
992226-992227,823563.6034,825291.8384,22.366744094,114.053524321
992227-992228,823582.4296,825298.5892,22.366805196,114.053707055
992228-991078,823601.492,825304.6311,22.366859898,114.053892088
992229-992230,824804.8856,825296.3065,22.366793175,114.065576178
992230-992231,824821.7007,825285.4783,22.366695503,114.065739518
992231-991079,824838.8395,825275.2169,22.366602951,114.065905996
992232-992233,825768.6597,825837.2056,22.371683939,114.074930131
992233-992234,825768.6597,825837.2056,22.371683939,114.074930131
992234-991080,825788.3222,825840.8487,22.371716958,114.075121022
992235-992236,826774.482,825630.3038,22.369821361,114.084697468
992236-992237,826793.5369,825624.2285,22.369766603,114.084882517
992237-991081,826812.6184,825618.2371,22.369712603,114.085067823
992238-992239,827690.8207,825707.337,22.370521832,114.093594198
992239-992240,827690.8207,825707.337,22.370521832,114.093594198
992240-991082,827706.3606,825694.7476,22.37040822,114.093745151
992241-993026,828232.3586,825962.976,22.372833005,114.098850974
992242-992243,829070.5015,825886.8932,22.372149654,114.106989401
992243-991083,829084.5459,825872.654,22.372021126,114.10712583
992244-992245,815802.9338,828305.8644,22.393887234,113.978135747
992245-991084,815811.2071,828287.6577,22.393722918,113.978216323
992246-992247,816103.7904,827399.628,22.385707063,113.981068842
992247-991085,816102.5847,827379.6708,22.385526826,113.981057386
992248-992249,816096.1281,827340.2223,22.385170512,113.980995188
992249-992250,816211.6143,826562.0428,22.378144538,113.982126391
992250-992251,816211.6143,826562.0428,22.378144538,113.982126391
992251-991086,816231.1481,826557.7499,22.378105999,113.982316118
992252-992253,817294.6421,826019.6069,22.373258391,113.99264902
992253-991087,817294.6421,826019.6069,22.373258391,113.99264902
992254-992255,817329.5246,825970.9799,22.372819651,113.992988293
992255-992256,818055.3384,825424.4139,22.367891742,114.000041902
992256-992257,818073.0618,825415.1468,22.367808243,114.000214089
992257-991088,818090.5262,825405.4161,22.367720555,114.000383766
992258-992259,819035.1368,825261.8182,22.366433532,114.009556795
992259-992260,819055.0322,825259.7757,22.366415287,114.009749985
992260-991089,819074.9106,825257.5773,22.366395633,114.009943012
992261-992262,820081.1369,824220.2629,22.35703793,114.019723155
992262-992263,820081.1369,824220.2629,22.35703793,114.019723155
992263-991090,820099.2561,824211.8274,22.356961923,114.019899151
992264-992265,821339.7453,824131.7146,22.356249687,114.031943232
992265-992266,821358.6616,824138.2045,22.356308458,114.03212682
992266-991091,821377.4565,824145.0369,22.356370321,114.032309227
992267-992268,822353.4512,824602.7605,22.360511985,114.041780686
992268-992269,822371.5206,824611.3333,22.360589548,114.041956043
992269-991092,822389.62,824619.8427,22.360666539,114.042131692
992270-992271,823935.1812,825166.1003,22.365611321,114.057133024
992271-992272,823953.1904,825174.787,22.365689896,114.057307811
992272-991093,823970.7807,825184.2859,22.365775802,114.057478524
992273-992274,824225.8201,825390.7374,22.367641973,114.059953186
992274-992275,824244.2254,825398.446,22.367711715,114.060131831
992275-991094,824263.7921,825402.5438,22.367748857,114.060321779
992276-992277,825187.8594,825027.616,22.364369271,114.069296423
992277-992278,825202.9549,825040.7355,22.364487844,114.069442896
992278-991095,825218.0823,825053.8183,22.364606086,114.069589678
992279-992280,826261.2133,825707.0074,22.370511121,114.079713433
992280-992281,826280.5768,825712.0107,22.370556416,114.079901411
992281-991096,826300.3737,825714.7569,22.370581331,114.080093612
992282-992283,827292.1239,825379.8937,22.367562808,114.089724892
992283-992284,827292.1239,825379.8937,22.367562808,114.089724892
992284-991097,827312.0988,825378.8907,22.367553855,114.08991884
992285-992286,828277.9835,825541.0761,22.369023239,114.099296087
992286-992287,828277.9835,825541.0761,22.369023239,114.099296087
992287-991098,828293.9991,825553.0546,22.369131486,114.099451529
993001-992008,839660.6231,829661.7624,22.40625038,114.209823504
993001-992014,840041.7893,830047.5475,22.409733412,114.2135263
993002-992032,839708.1148,826786.7178,22.380287163,114.210278534
993002-992076,839448.079,826816.7108,22.380558518,114.207753598
993003-993004,839119.3684,822498.9992,22.341567798,114.204554033
993004-992038,839057.338,822390.3803,22.340587009,114.203951683
993005-992049,837967.6535,827739.9205,22.388897691,114.193379349
993005-992058,838522.8731,828072.4826,22.391900257,114.198771438
993006-992055,837284.5188,826868.7598,22.381031198,114.186745019
993007-992128,836305.5911,826747.8456,22.379939582,114.177239394
993007-993008,837226.514,826756.8586,22.380020705,114.186181711
993008-992091,837337.3622,826343.4255,22.37628712,114.187257787
993008-992117,836429.6433,826428.5526,22.37705619,114.178443928
993009-992073,837690.6981,827173.3496,22.383781514,114.190689389
993010-992079,838983.7408,826510.2715,22.377792008,114.203244257
993010-992080,838981.1794,826517.1703,22.377854312,114.203219397
993011-992067,838092.899,826104.139,22.374125596,114.194593706
993012-992088,836236.747,825639.1953,22.36992788,114.176570926
993013-992123,835720.8031,825351.6455,22.367331064,114.171561483
993014-992109,836210.8785,824568.9879,22.360263325,114.176319792
993015-992115,836738.5515,823043.6365,22.346488487,114.181442409
993016-992116,836744.4697,823024.51,22.346315763,114.181499856
993017-993018,833257.778,823023.9921,22.346308525,114.147651643
993018-992126,832980.8479,822769.1088,22.344006278,114.144963776
993019-993020,832576.3238,826629.137,22.37886362,114.141027881
993020-992137,832416.3317,826796.9569,22.38037877,114.139473939
993021-992140,823206.885,834965.2862,22.454097204,114.049981581
993021-992141,823225.0754,834996.5499,22.454379667,114.050158049
993022-993023,824992.7173,826271.2138,22.375598338,114.067392998
993023-992161,825145.491,826154.8559,22.374548563,114.068877217
993025-992197,815641.9824,828454.4554,22.39522715,113.976570815
993025-992244,815795.0103,828324.2237,22.394052932,113.978058566
993026-992242,829056.4571,825901.1323,22.372278182,114.106852971
