ID,Easting,Northing,Latitude(DDD.DDDDD),Longitude(DDD.DDDDD)
992177-991061,819777.2144,833084.9062,22.437086954,114.016680847
992178-992179,819741.3883,833102.6634,22.437246964,114.016332644
992179-992180,818924.7289,833066.6428,22.436913602,114.008399922
992180-991062,818905.7843,833060.2332,22.436855528,114.008215963
992181-992182,818867.9042,833047.3844,22.436739114,114.007848133
992182-992183,818313.0527,832465.8292,22.431481693,114.002464831
992183-991063,818306.6999,832446.865,22.431310371,114.002403336
992184-992185,818293.611,832409.0671,22.430968903,114.002276622
992185-992186,817619.739,831579.2921,22.423468472,113.995740578
992186-991064,817603.4929,831567.6284,22.423362966,113.995582914
992187-992188,817571.6781,831543.3901,22.423143737,113.995274177
992188-992189,816727.7899,830703.223,22.415547244,113.987087705
992189-991065,816708.0996,830699.7172,22.415515361,113.986896504
992190-992191,816668.4696,830694.3031,22.415466016,113.986511662
992191-992192,815982.2689,830385.3941,22.412668447,113.979850821
992192-991066,815977.0089,830366.0982,22.412494134,113.979799979
992193-992194,815966.4901,830327.5068,22.412145512,113.979698308
992194-992195,815717.876,829141.3071,22.401430642,113.977298978
992195-991067,815714.0945,829121.6699,22.401253264,113.977262507
992196-993025,815706.5987,829082.3819,22.400898386,113.977190218
992197-992198,815646.5011,828434.9726,22.395051266,113.976614949
992198-991068,815651.5824,828415.6289,22.394876645,113.976664544
992199-992200,815656.6346,828396.2775,22.394701953,113.976713857
992200-992201,815778.0318,827932.9548,22.390519392,113.977898712
992201-991069,815782.9817,827913.5771,22.390344462,113.977947029
992202-992203,815788.0094,827894.2193,22.390169712,113.9779961
992203-992204,816129.5438,827034.2506,22.382407837,113.981323531
992204-991070,816142.8485,827019.3178,22.382273142,113.981452911
992205-992206,816156.0456,827004.29,22.382137589,113.981581248
992206-992207,817113.3063,826239.2307,22.375239687,113.990885679
992207-991071,817132.5081,826244.798,22.375290177,113.991072057
992208-992209,817151.6159,826250.7049,22.375343732,113.991257519
992209-992210,817860.2586,825988.565,22.372984225,113.998141316
992210-991072,817870.0399,825971.1214,22.372826805,113.998236489
992211-992212,817879.3961,825953.4448,22.372667277,113.998327538
992212-992213,818731.1128,825372.3596,22.367428699,114.006603757
992213-991073,818750.5469,825367.6548,22.367386411,114.006792499
992214-992215,818769.6203,825361.6392,22.367332281,114.006977754
992215-992216,819501.2496,825056.6732,22.364585582,114.014084523
992216-991074,819511.5074,825039.5045,22.36443064,114.014184297
992217-992218,819531.7364,825004.9972,22.364119219,114.014381063
992218-992219,819995.5199,824405.0165,22.358705542,114.018890058
992219-991075,820008.1989,824389.5491,22.358565983,114.019013312
992220-992221,820035.6587,824360.5409,22.358304284,114.019280204
992221-992222,820817.5876,824104.7035,22.356001147,114.026874132
992222-991076,820837.5644,824105.6679,22.356010036,114.027068067
992223-992224,820877.418,824109.0822,22.356041226,114.027454952
992224-992225,822020.4828,824786.5756,22.362169203,114.038546328
992225-991077,822037.0877,824797.7236,22.362270013,114.038707444
992226-992227,822053.6834,824808.8853,22.362370946,114.03886847
992227-992228,823563.6034,825291.8384,22.366744094,114.053524321
992228-991078,823582.4296,825298.5892,22.366805196,114.053707055
992229-992230,823620.6967,825310.1979,22.366910311,114.054078507
992230-992231,824804.8856,825296.3065,22.366793175,114.065576178
992231-991079,824821.7007,825285.4783,22.366695503,114.065739518
992232-992233,824856.6812,825266.1795,22.366521457,114.066079289
992233-992234,825788.3222,825840.8487,22.371716958,114.075121022
992234-991080,825808.2281,825842.5116,22.371732096,114.075314289
992235-992236,825828.2039,825841.9638,22.371727271,114.075508249
992236-992237,826774.482,825630.3038,22.369821361,114.084697468
992237-991081,826793.5369,825624.2285,22.369766603,114.084882517
992238-992239,826831.6998,825612.2456,22.369658601,114.085253128
992239-992240,827706.3606,825694.7476,22.37040822,114.093745151
992240-991082,827721.6418,825681.8456,22.370291784,114.093893592
992241-993026,827736.9574,825668.9848,22.370175721,114.094042367
992242-992243,829056.4571,825901.1323,22.372278182,114.106852971
992243-991083,829070.5015,825886.8932,22.372149654,114.106989401
992244-992245,815795.0103,828324.2237,22.394052932,113.978058566
992245-991084,815802.9338,828305.8644,22.393887234,113.978135747
992246-992247,815819.7469,828269.5726,22.393559703,113.978299486
992247-991085,816103.7904,827399.628,22.385707063,113.981068842
992248-992249,816099.9254,827359.8492,22.385347797,113.981031813
992249-992250,816096.1281,827340.2223,22.385170512,113.980995188
992250-992251,816231.1481,826557.7499,22.378105999,113.982316118
992251-991086,816250.8576,826554.3791,22.378075789,113.982507539
992252-992253,816270.7124,826551.9731,22.378054293,113.982700359
992253-991087,817307.7258,826004.5057,22.373122165,113.992776237
992254-992255,817318.9023,825987.9259,22.372972564,113.992884954
992255-992256,817329.5246,825970.9799,22.372819651,113.992988293
992256-992257,818055.3384,825424.4139,22.367891742,114.000041902
992257-991088,818073.0618,825415.1468,22.367808243,114.000214089
992258-992259,818107.4607,825394.7858,22.367624738,114.000548309
992259-992260,819035.1368,825261.8182,22.366433532,114.009556795
992260-991089,819055.0322,825259.7757,22.366415287,114.009749985
992261-992262,819094.7939,825255.4226,22.366376374,114.010136086
992262-992263,820099.2561,824211.8274,22.356961923,114.019899151
992263-991090,820117.5495,824203.7475,22.35688913,114.020076835
992264-992265,820136.1079,824196.292,22.356821977,114.020257085
992265-992266,821339.7453,824131.7146,22.356249687,114.031943232
992266-991091,821358.6616,824138.2045,22.356308458,114.03212682
992267-992268,821396.1316,824152.1953,22.356435127,114.032490468
992268-992269,822353.4512,824602.7605,22.360511985,114.041780686
992269-991092,822371.5206,824611.3333,22.360589548,114.041956043
992270-992271,822407.8636,824628.0355,22.360740672,114.042308745
992271-992272,823935.1812,825166.1003,22.365611321,114.057133024
992272-991093,823953.1904,825174.787,22.365689896,114.057307811
992273-992274,823988.1326,825194.2307,22.365865733,114.05764692
992274-992275,824225.8201,825390.7374,22.367641973,114.059953186
992275-991094,824244.2254,825398.446,22.367711715,114.060131831
992276-992277,824283.6024,825405.292,22.367773813,114.060514102
992277-992278,825187.8594,825027.616,22.364369271,114.069296423
992278-991095,825202.9549,825040.7355,22.364487844,114.069442896
992279-992280,825233.3743,825066.7019,22.36472253,114.069738061
992280-992281,826261.2133,825707.0074,22.370511121,114.079713433
992281-991096,826280.5768,825712.0107,22.370556416,114.079901411
992282-992283,826320.3301,825715.3752,22.37058703,114.080287375
992283-992284,827312.0988,825378.8907,22.367553855,114.08991884
992284-991097,827332.0744,825377.9029,22.367545039,114.090112795
992285-992286,827352.0559,825377.0429,22.367537376,114.090306806
992286-992287,828293.9991,825553.0546,22.369131486,114.099451529
992287-991098,828309.5707,825565.605,22.369244895,114.099602657
993001-992008,839961.5617,830412.7727,22.41303175,114.212747959
993001-992014,839961.5617,830412.7727,22.41303175,114.212747959
993002-992032,839798.8439,827487.5595,22.386615945,114.211161083
993002-992076,839798.8439,827487.5595,22.386615945,114.211161083
993003-993004,840012.1268,826325.7997,22.376124192,114.213229464
993004-992038,839119.3684,822498.9992,22.341567798,114.204554033
993005-992049,838574.5968,828292.4425,22.393886539,114.199274045
993005-992058,838574.5968,828292.4425,22.393886539,114.199274045
993006-992055,837418.8699,827055.2264,22.382715004,114.188049735
993007-992128,837237.9165,826786.9484,22.380292425,114.186292449
993007-993008,837237.9165,826786.9484,22.380292425,114.186292449
993008-992091,837226.514,826756.8586,22.380020705,114.186181711
993008-992117,837226.514,826756.8586,22.380020705,114.186181711
993009-992073,837825.3492,827049.691,22.382664695,114.191996787
993010-992079,839027.9925,826533.9414,22.378005689,114.203673983
993010-992080,839027.9925,826533.9414,22.378005689,114.203673983
993011-992067,838342.1431,826187.3609,22.374876851,114.197013915
993012-992088,836464.5067,825769.519,22.371104761,114.178782368
993013-992123,835731.7104,825360.6228,22.367412138,114.171667382
993014-992109,836370.1951,824731.2788,22.361728898,114.177866575
993015-992115,835894.2349,824187.3438,22.356816829,114.173245651
993016-992116,836740.3734,823038.7661,22.346444504,114.181460094
993017-993018,834821.9649,824311.3009,22.357935665,114.162835343
993018-992126,833257.778,823023.9921,22.346308525,114.147651643
993019-993020,835129.9142,826809.3339,22.38049448,114.165823337
993020-992137,832576.3238,826629.137,22.37886362,114.141027881
993021-992140,823225.0754,834996.5499,22.454379667,114.050158049
993021-992141,823201.4071,834969.0213,22.454130892,114.049928331
993022-993023,824236.8595,829891.4274,22.408285527,114.060026438
993023-992161,824992.7173,826271.2138,22.375598338,114.067392998
993025-992197,815628.7864,828637.3777,22.396878863,113.976440299
993025-992244,815628.7864,828637.3777,22.396878863,113.976440299
993026-992242,828232.3586,825962.976,22.372833005,114.098850974
